Gov_wealth,Gov_PI,Gov_income,K_price,L_price,x0_supply,x0_price,K_x0_tax,L_x0_tax,x1_supply,x1_price,K_x1_tax,L_x1_tax,x2_supply,x2_price,K_x2_tax,L_x2_tax,x3_supply,x3_price,K_x3_tax,L_x3_tax,HOU1_Wealth,HOU1_CPI,HOU1_Income,HOU2_Wealth,HOU2_CPI,HOU2_Income
63.32577566,0.99962998758,63.302344337,0.80746733159,0.8501531861,105.69330505,1.0106642302,0.25744088338,0.18166304508,69.345284808,0.97656818923,0.23216530701,0.072845175509,94.11617546,1.0182554504,0.16575387742,0.2426694168,75.595999823,1.0220912964,0.28620809247,0.083528150291,128.16594702,1.0098315883,129.42602185,153.21551107,1.0110777742,154.91279791
