,cagri,clani,cfore,cfish,ccoal,cmore,comin,celcg,cwatr,cmeat,cpfis,cvege,cfrui,cfats,cdair,cgrai,cstar,cafee,cbake,csuga,cconf,cpast,cofoo,calcb,csftd,ctoba,ctexf,ctexm,ccarp,cotex,cknit,cwear,cleat,cfoot,cwood,cpapp,cprnt,cpetr,cbchm,cfert,cpain,cphar,csoap,coche,ctyre,corub,cplas,cglas,ccera,cclay,ccmnt,cconc,conmp,cfurn,cjewl,comnf,cwast,cirst,cnfme,cstrm,ctank,cofbm,cengt,cpump,cgear,clift,cgenm,cspcm,cdoma,coffm,celcm,crdtv,cmeda,cmtvp,cship,crail,cairc,coteq,ccnst,ccsrv,ctrad,cacco,ccats,cptrp,cftrp,ctrps,cpost,celcd,cwatd,cfins,cinsp,cofin,creal,crent,crsea,clacc,cobus,ctelc,csupp,cmnfs,cpuba,ceduc,cheal,cosrv
stax,968.0147850559133,1121.6454952286692,1349.8111549764062,181.54359515173516,346.15348346149284,4.945879230139257,870.6464192709811,3.5548228646678797,2.4697893392653882,5702.523770063607,2101.13355939157,1117.504964349725,1198.7709821887702,2322.4576911845606,3297.003944137432,2371.691869691071,2002.9362942393864,508.97060412756053,3377.8459553971074,2268.2189483525963,645.5528214376302,359.3455929053722,2456.1613672269114,40318.20875050826,4450.850016726782,33099.32969465255,643.5502186943652,1830.001324671828,502.11079670867616,393.3605006903492,199.2553420347155,8086.357680557135,2511.077856535084,199.8682267180396,2932.885041757097,1912.1995669524117,2528.569272406547,58318.80295932975,1450.1280081899126,744.5614827718139,999.1193649657122,6030.29429733885,5499.202428843114,892.1742443829842,1225.9833998192767,686.1403387325487,756.1079502246349,1420.1905335093875,209.66917662553354,-13.009765368976208,641.0694884927966,180.55724361754892,346.50839664130837,1828.3942886056534,1622.0000665559012,940.5433830904208,496.49860795888316,296.97017590188386,113.1146710792381,637.8135270638113,109.6913666351484,824.1653083088302,856.9428015025481,-173.96605773314454,281.66519325305114,44.52651348797809,-571.6776123897168,794.926091369718,3155.9907141976687,1034.116663596196,-81.829277107216,3894.870706695776,3779.4474531241863,1683.0719785110782,13216.38974043982,22.058699885173212,0.005326945090816826,323.80816733977514,542.5617615978626,971.3560029005281,454.25426394515466,2331.755373913288,5509.925287322026,-10347.362666197212,1732.4864750743589,98.70510766467842,184.40303548718686,5465.371756698285,2888.8354408408672,4463.175171667476,15063.45030403079,2188.4354227690783,2812.7886557967877,1162.855461393299,93.86116457483664,1077.312344048569,12482.615884024091,12119.336363342842,7967.196557791003,-246.40274569131225,20347.642885054785,69.01830009477084,17361.53874105387,25900.31752548168
