,hhd-0,hhd-1,hhd-2,hhd-3,hhd-4,hhd-5,hhd-6,hhd-7,hhd-8,hhd-91,hhd-92,hhd-93,hhd-94,hhd-95
dtax,36.16202847802601,244.25148032318643,649.9860111003335,1154.4305129937406,2474.873012084309,6838.553474960439,11080.2654507763,25674.78527215735,83838.8173627526,17867.022421456004,33245.1043254843,36654.28348229596,60211.822780984956,114673.64238415242
